Synsets,domain_x,norm,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,raw_translation,raw_translation_lemmas,translation_set,number_tranlsation,number_sense,translation_lemmas_set,number_tranlsation_lemmas,number_sense_lemmas
Synset('corset.n.01'),garm,corset,1,1,0.0,1.052836052836053,0.6939397634434825,5,3,17,b,cloth dress comfort comfort comfort cotton material material woman ,cloth dress comfort comfort comfort cotton material material woman cloth cloth color color dress material material woman wear away leave leave place stay stay ,"['cotton', 'dress', 'comfort', 'cloth', 'woman', 'material']",9,6,"['cotton', 'color', 'leave', 'stay', 'dress', 'comfort', 'wear', 'cloth', 'woman', 'material', 'away', 'place']",24,12
Synset('hug-me-tight.n.01'),garm,hug-me-tight,1,0,0.0,1.1581196581196582,0.3800146323619071,12,1,1,nb,cuddle hug hug love person tight ,cuddle hug hug love person tight ,"['tight', 'person', 'hug', 'love', 'cuddle']",6,5,"['tight', 'person', 'hug', 'love', 'cuddle']",6,5
Synset('roll-on.n.02'),garm,roll-on,1,0,0.0,1.052836052836053,0.8261187660041458,7,1,2,nb,act bounce bounce bounce dance dance dance move move move ,act bounce bounce bounce dance dance dance move move move ,"['move', 'dance', 'bounce', 'act']",10,4,"['move', 'dance', 'bounce', 'act']",10,4
Synset('sack.n.05'),garm,sack,1,0,0.0,1.1581196581196582,0.6113278868430679,4,2,13,nb,bag carry carry bag carry carry carry ,bag carry carry bag carry carry carry beauty god holy person symbol ,"['bag', 'carry']",7,2,"['bag', 'symbol', 'god', 'person', 'beauty', 'holy', 'carry']",12,7
Synset('tippet.n.01'),garm,tippet,1,0,0.0,1.1581196581196582,1.6357151566882089,6,1,1,nb,dangle dangle hand hold hold metal plastic round small ,dangle dangle hand hold hold metal plastic round small ,"['hold', 'metal', 'hand', 'dangle', 'plastic', 'small', 'round']",9,7,"['hold', 'metal', 'hand', 'dangle', 'plastic', 'small', 'round']",9,7
Synset('babushka.n.01'),garm,babushka,1,0,0.0,1.1581196581196582,1.6026704060480428,8,1,1,nb,babushka baby baby baby girl girl girl ,babushka baby baby baby girl girl girl ,"['baby', 'girl', 'babushka']",7,3,"['baby', 'girl', 'babushka']",7,3
Synset('dressing_sack.n.01'),garm,dressing_sack,1,0,0.0,1.1581196581196582,0.7104621387635653,13,2,1,nb,bath cloth cloth cloth color cloth cloth dress hand hold hand heave heave,bath cloth cloth cloth color cloth cloth dress hand hold hand heave heavecloth cloth cloth dress dress ,"['hold', 'color', 'hand', 'dress', 'cloth', 'bath', 'heave']",13,7,"['hold', 'color', 'hand', 'heavecloth', 'dress', 'cloth', 'bath', 'heave']",17,8
Synset('maillot.n.01'),garm,maillot,1,0,0.0,0.9475524475524476,0.5287160102426534,7,2,2,nb,animal eat egg feather fly feather fly fly lay nest nest nest small white ,animal eat egg feather fly feather fly fly lay nest nest nest small white army body armor body body body gun gun gun large military person protect protect,"['feather', 'egg', 'lay', 'fly', 'eat', 'animal', 'small', 'nest', 'white']",14,9,"['feather', 'armor', 'large', 'egg', 'army', 'lay', 'fly', 'person', 'eat', 'military', 'animal', 'small', 'gun', 'body', 'nest', 'protect', 'white']",28,17
Synset('topper.n.05'),garm,topper,1,0,0.0,1.052836052836053,0.3304475064016583,6,1,6,nb,top top top top ,top top top top ,['top'],4,1,['top'],4,1
Synset('mantilla.n.01'),garm,mantilla,1,0,0.0,0.9475524475524476,0.4626265089623216,8,1,2,nb,animal eat eat food green grow grow leg leg leg long leg plant small taste,animal eat eat food green grow grow leg leg leg long leg plant small taste,"['grow', 'plant', 'food', 'long', 'eat', 'green', 'animal', 'leg', 'small', 'taste']",15,10,"['grow', 'plant', 'food', 'long', 'eat', 'green', 'animal', 'leg', 'small', 'taste']",15,10
Synset('chemise.n.01'),garm,chemise,1,0,3.613333333333333,0.9475524475524476,0.5452383855627362,4,5,26,nb,chemistry mix mix mix ,chemistry mix mix mix act bounce dance dance dance move act animal animal change change change body change change control change control control change changeaccident fall fall slip slip dirt dirt dirt hair ,"['chemistry', 'mix']",4,2,"['dance', 'slip', 'control', 'dirt', 'act', 'chemistry', 'mix', 'fall', 'move', 'change', 'animal', 'hair', 'body', 'changeaccident', 'bounce']",33,15
Synset('panty_girdle.n.01'),garm,panty_girdle,1,0,0.0,1.1581196581196582,0.9417753932447264,12,1,1,nb,cloth color cotton cotton material pantyhose pantyelaborate material,cloth color cotton cotton material pantyhose pantyelaborate material,"['cotton', 'color', 'pantyhose', 'cloth', 'material', 'pantyelaborate']",8,6,"['cotton', 'color', 'pantyhose', 'cloth', 'material', 'pantyelaborate']",8,6
Synset('foundation_garment.n.01'),garm,foundation_garment,1,3,0.0,0.9475524475524476,1.1400438970857212,10,2,7,nb,cloth cloth color material material material wear ,cloth cloth color material material material wear build build build build money person ,"['wear', 'cloth', 'material', 'color']",7,4,"['money', 'color', 'person', 'wear', 'cloth', 'material', 'build']",13,7
Synset('chiton.n.01'),garm,chiton,1,0,0.0,1.1581196581196582,0.8922082672844774,6,1,2,nb,animal beak bird beak beak feather feather fly feather fly lay lay,animal beak bird beak beak feather feather fly feather fly lay lay,"['feather', 'bird', 'beak', 'lay', 'fly', 'animal']",12,6,"['feather', 'bird', 'beak', 'lay', 'fly', 'animal']",12,6
Synset('garment.n.01'),garm,garment,1,271,65.03999999999999,0.736985236985237,0.3634922570418241,7,1,2,nb,cloth cloth dress material material wear ,cloth cloth dress material material wear ,"['wear', 'cloth', 'dress', 'material']",6,4,"['wear', 'cloth', 'dress', 'material']",6,4
Synset('neckcloth.n.01'),garm,neckcloth,1,0,0.0,1.052836052836053,0.4295817583221558,5,2,27,nb,cloth cloth color cotton material material ,cloth cloth color cotton material material basket buy buy cloth cloth cloth hold hold item ,"['cloth', 'material', 'cotton', 'color']",6,4,"['basket', 'buy', 'hold', 'cotton', 'color', 'cloth', 'material', 'item']",15,8
Synset('haik.n.01'),garm,haik,1,0,0.0,0.8422688422688422,1.6687599073283743,4,2,1,nb,act animal animal animal dance dance dance music music song song song ,act animal animal animal dance dance dance music music song song song dirt dirt dirt dirt hoof hoof person ,"['music', 'dance', 'act', 'animal', 'song']",12,5,"['music', 'dance', 'dirt', 'act', 'person', 'hoof', 'animal', 'song']",19,8
Synset('coat.n.01'),garm,coat,1,53,14.453333333333331,0.9475524475524476,1.4374466528472136,4,1,6,b,body cloth color color cover coat cover cover fur fur fur long warm warm warm,body cloth color color cover coat cover cover fur fur fur long warm warm warm,"['fur', 'color', 'long', 'cloth', 'body', 'coat', 'cover', 'warm']",15,8,"['fur', 'color', 'long', 'cloth', 'body', 'coat', 'cover', 'warm']",15,8
Synset('overskirt.n.01'),garm,overskirt,1,0,0.0,0.9475524475524476,0.6278502621631508,9,1,1,nb,cloth cloth cover cloth color color dress material material skirt skirt ,cloth cloth cover cloth color color dress material material skirt skirt ,"['color', 'dress', 'skirt', 'cloth', 'material', 'cover']",11,6,"['color', 'dress', 'skirt', 'cloth', 'material', 'cover']",11,6
Synset('hair_shirt.n.01'),garm,hair_shirt,1,0,0.0,0.9475524475524476,1.404401902207048,10,1,1,nb,body cloth color cloth color cover cloth cover hair long manneighbor knit,body cloth color cloth color cover cloth cover hair long manneighbor knit,"['color', 'long', 'knit', 'hair', 'cloth', 'body', 'manneighbor', 'cover']",12,8,"['color', 'long', 'knit', 'hair', 'cloth', 'body', 'manneighbor', 'cover']",12,8
Synset('brassiere.n.01'),garm,brassiere,2,1,3.613333333333333,0.8422688422688422,0.8922082672844774,3,3,1,b,brassiere neck neck neck jewel jewel jewel pearl pearl wear ,brassiere neck neck neck jewel jewel jewel pearl pearl wear body cloth color cloth cover cloth cover comfort cotton material material material pantyhcloth cloth cover cloth cover fabric material ,"['pearl', 'brassiere', 'wear', 'neck', 'jewel']",10,5,"['cotton', 'color', 'pearl', 'comfort', 'brassiere', 'wear', 'cloth', 'pantyhcloth', 'fabric', 'body', 'material', 'neck', 'cover', 'jewel']",29,14
Synset('robe.n.01'),garm,robe,1,4,0.0,0.8422688422688422,0.4130593830020729,4,1,4,b,cloth color color comfort cover cover cover comfort cover comfort comfort cover material material material,cloth color color comfort cover cover cover comfort cover comfort comfort cover material material material,"['color', 'comfort', 'cloth', 'material', 'cover']",15,5,"['color', 'comfort', 'cloth', 'material', 'cover']",15,5
Synset('tunic.n.02'),garm,tunic,1,6,0.0,1.052836052836053,1.173088647725887,5,1,2,b,body cloth color color cotton cotton cotton material material warm warm warm wear ,body cloth color color cotton cotton cotton material material warm warm warm wear ,"['cotton', 'color', 'wear', 'cloth', 'body', 'material', 'warm']",13,7,"['cotton', 'color', 'wear', 'cloth', 'body', 'material', 'warm']",13,7
Synset('neckwear.n.01'),garm,neckwear,1,12,0.0,0.8422688422688422,0.6608950128033166,8,1,1,nb,accessory cloth cloth cloth color fashion fashion hair long neck neck man neck neck,accessory cloth cloth cloth color fashion fashion hair long neck neck man neck neck,"['color', 'long', 'fashion', 'hair', 'man', 'cloth', 'neck', 'accessory']",14,8,"['color', 'long', 'fashion', 'hair', 'man', 'cloth', 'neck', 'accessory']",14,8
Synset('white_tie.n.01'),garm,white_tie,1,0,0.0,1.1581196581196582,0.8591635166443117,9,1,2,nb,black tie cloth color color dress fancy fancy fancy tie ,black tie cloth color color dress fancy fancy fancy tie ,"['tie', 'fancy', 'color', 'black', 'dress', 'cloth']",10,6,"['tie', 'fancy', 'color', 'black', 'dress', 'cloth']",10,6
Synset('buckskins.n.01'),garm,buckskins,1,0,0.0,1.052836052836053,0.4130593830020729,9,1,3,nb,barn cloth cloth cloth color decorate decorate fashion fashion hand heave,barn cloth cloth cloth color decorate decorate fashion fashion hand heave,"['color', 'barn', 'hand', 'fashion', 'decorate', 'cloth', 'heave']",11,7,"['color', 'barn', 'hand', 'fashion', 'decorate', 'cloth', 'heave']",11,7
Synset('slack_suit.n.01'),garm,slack_suit,1,1,0.0,0.9475524475524476,0.8756858919643945,10,1,1,nb,cloth cloth cloth cloth color color dress dress fashion fashion long material pants shirt ,cloth cloth cloth cloth color color dress dress fashion fashion long material pants shirt ,"['pants', 'color', 'shirt', 'long', 'dress', 'fashion', 'cloth', 'material']",14,8,"['pants', 'color', 'shirt', 'long', 'dress', 'fashion', 'cloth', 'material']",14,8
Synset('shawl.n.01'),garm,shawl,1,2,0.0,1.052836052836053,1.3383124009267162,5,1,1,b,cloth color color color fur fur fur head head head heave heave long,cloth color color color fur fur fur head head head heave heave long,"['fur', 'head', 'color', 'long', 'cloth', 'heave']",13,6,"['fur', 'head', 'color', 'long', 'cloth', 'heave']",13,6
Synset('pallium.n.04'),garm,pallium,1,0,0.0,1.052836052836053,0.7104621387635653,7,1,4,nb,dirt element element element gold metal metal substance ,dirt element element element gold metal metal substance ,"['metal', 'dirt', 'gold', 'substance', 'element']",8,5,"['metal', 'dirt', 'gold', 'substance', 'element']",8,5
Synset('wrap.n.01'),garm,wrap,1,0,0.0,1.052836052836053,0.7765516400438971,4,2,7,nb,act cloth cover cloth cloth cover cover cloth cover end end end paper ,act cloth cover cloth cloth cover cover cloth cover end end end paper break cloth cover food paper wrap wrap ,"['act', 'cloth', 'end', 'paper', 'cover']",13,5,"['break', 'act', 'food', 'cloth', 'end', 'paper', 'wrap', 'cover']",20,8
Synset('cords.n.01'),garm,cords,1,0,0.0,0.9475524475524476,0.6278502621631508,5,2,7,nb,braid cord fasten fasten metal plastic string ,braid cord fasten fasten metal plastic string cloth cloth color cotton material material pants shirt ,"['metal', 'fasten', 'plastic', 'cord', 'string', 'braid']",7,6,"['pants', 'metal', 'cotton', 'color', 'shirt', 'fasten', 'plastic', 'cloth', 'cord', 'material', 'string', 'braid']",15,12
Synset('jodhpurs.n.01'),garm,jodhpurs,1,0,3.613333333333333,0.9475524475524476,0.991342519204975,8,3,2,nb,cloth cloth cloth color dress expense expense expense fashion expense expense material man woman wear,cloth cloth cloth color dress expense expense expense fashion expense expense material man woman wearbreeze cloth color color comfort comfort comfort cover cover comfort cover comfort comfortbreeze comfort comfort comfort cloth comfort comfort cover comfort comfort color comfort comfort,"['color', 'dress', 'fashion', 'wear', 'man', 'cloth', 'woman', 'material', 'expense']",15,9,"['color', 'dress', 'fashion', 'comfort', 'cover', 'man', 'cloth', 'woman', 'comfortbreeze', 'material', 'wearbreeze', 'expense']",39,12
Synset('mink.n.02'),garm,mink,1,0,0.0,1.1581196581196582,0.8095963906840629,4,2,3,nb,animal black brown brown brown color fur fur eat fur fur fur leg mammal person,animal black brown brown brown color fur fur eat fur fur fur leg mammal personanimal fur coat coat color fur fur fur mane woman ,"['fur', 'brown', 'color', 'black', 'person', 'eat', 'mammal', 'animal', 'leg']",15,9,"['coat', 'fur', 'brown', 'color', 'black', 'mane', 'eat', 'mammal', 'animal', 'leg', 'woman', 'personanimal']",24,12
Synset('diaper.n.01'),garm,diaper,1,0,0.0,0.8422688422688422,2.0487745396902817,5,3,2,b,cloth cloth baby cloth cloth cloth diaper cloth cloth cover cloth cover infant infant infant,cloth cloth baby cloth cloth cloth diaper cloth cloth cover cloth cover infant infant infantbaby cloth cloth cloth diaper cloth cloth comfort cloth comfort comfort cloth cloth cover clothcloth cloth cloth cloth cover cloth cover comfort comfort comfort cloth comfort cover comfort cloth,"['diaper', 'cover', 'cloth', 'infant', 'baby']",15,5,"['diaper', 'infantbaby', 'clothcloth', 'cover', 'comfort', 'cloth', 'infant', 'baby']",43,8
Synset('scapular.n.02'),garm,scapular,1,0,3.613333333333333,0.8422688422688422,2.2139982928911106,8,2,3,nb,body body body body part part part ,body body body body part part part accomplish appendage appendage document document paper paper write ,"['part', 'body']",7,2,"['accomplish', 'write', 'appendage', 'body', 'paper', 'part', 'document']",15,7
Synset('stomacher.n.01'),garm,stomacher,1,0,0.0,0.8422688422688422,1.7844165345689549,9,1,1,nb,act appendage appendage body appendage chew chew chew eat food food human,act appendage appendage body appendage chew chew chew eat food food human,"['chew', 'act', 'food', 'eat', 'appendage', 'human', 'body']",12,7,"['chew', 'act', 'food', 'eat', 'appendage', 'human', 'body']",12,7
Synset('ironing.n.01'),garm,ironing,2,1,0.0,0.8422688422688422,1.0739543958053896,7,1,3,nb,cloth cloth cloth cloth color color iron iron paper wash ,cloth cloth cloth cloth color color iron iron paper wash ,"['iron', 'color', 'cloth', 'paper', 'wash']",10,5,"['iron', 'color', 'cloth', 'paper', 'wash']",10,5
Synset('laundry.n.01'),garm,laundry,2,0,0.0,0.8422688422688422,0.9417753932447264,4,4,21,nb,clean cloth cloth cloth clean cloth iron soap wash wash ,clean cloth cloth cloth clean cloth iron soap wash wash act body clean clean clean cloth cloth cloth dry dry hand hand human intent moveact clean clean clean cloth cloth cloth clean cloth dry hand hand human intent movebathroom clean cloth cloth cloth dish soap wash water ,"['iron', 'soap', 'cloth', 'wash', 'clean']",10,5,"['dry', 'iron', 'act', 'hand', 'water', 'intent', 'moveact', 'movebathroom', 'dish', 'soap', 'cloth', 'human', 'body', 'wash', 'clean']",47,15
Synset('mending.n.01'),garm,mending,1,0,0.0,0.8422688422688422,0.4956712596024875,7,1,4,nb,repair repair repair repair ,repair repair repair repair ,['repair'],4,1,['repair'],4,1
Synset('work-shirt.n.01'),garm,work-shirt,2,0,0.0,0.9475524475524476,0.8261187660041458,10,1,1,nb,cloth cloth cloth cloth cover cloth color cover cloth cover dress material material person shirt,cloth cloth cloth cloth cover cloth color cover cloth cover dress material material person shirt,"['color', 'shirt', 'dress', 'person', 'cloth', 'material', 'cover']",15,7,"['color', 'shirt', 'dress', 'person', 'cloth', 'material', 'cover']",15,7
Synset('britches.n.01'),garm,britches,1,0,0.0,1.052836052836053,0.4295817583221558,8,1,1,nb,cloth cloth cloth cloth cover cloth cover comfort cover comfort cotton cover leg material pants,cloth cloth cloth cloth cover cloth cover comfort cover comfort cotton cover leg material pants,"['pants', 'cotton', 'comfort', 'cloth', 'leg', 'material', 'cover']",15,7,"['pants', 'cotton', 'comfort', 'cloth', 'leg', 'material', 'cover']",15,7
Synset('flatwork.n.01'),garm,flatwork,1,0,0.0,0.9475524475524476,0.6113278868430679,8,2,1,nb,act art craft craft hand metal piece piece work ,act art craft craft hand metal piece piece work act clean clean clean cloth cloth cloth clean flat flat flat wash ,"['piece', 'metal', 'craft', 'act', 'hand', 'work', 'art']",9,7,"['piece', 'metal', 'craft', 'act', 'hand', 'cloth', 'work', 'art', 'flat', 'wash', 'clean']",21,11
